SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1759223458.581221, 6.624756, 12.678495, 1.918803, 3.108454, -0.469915, -0.685759, -87.263962, -0.855911, -96.021164
1759223458.601189, 7.564480, 12.659641, 4.061015, 2.333412, -0.766961, -0.447700, -87.141006, -0.563492, -97.091156
1759223458.621210, 8.323592, 12.949189, 3.134908, 1.780893, -0.953327, -0.447463, -86.896362, 0.226822, -97.760406
1759223458.640625, 9.983821, 13.034183, 1.431433, 1.580452, -1.266986, -0.343814, -86.528717, 0.675629, -97.667465
1759223458.660512, 9.557354, 10.552593, -0.770334, 1.830948, -1.325379, -0.344670, -86.215286, 1.170670, -97.361069
1759223458.680330, 2.994997, 10.013150, -0.583437, 2.116333, -1.041727, -0.978775, -85.925171, 1.451126, -97.221359
1759223458.701220, -0.240318, 10.531794, 0.690877, 2.248602, -0.486203, -1.541170, -86.192947, 1.600128, -98.027618
1759223458.721221, -0.474052, 9.861866, 0.065541, 2.614731, 0.512880, -1.586262, -87.372528, 1.599289, -99.068130
1759223458.740994, 0.805948, 7.822455, 0.249296, 2.843843, 1.494484, -0.952392, -87.708755, 1.418976, -101.556442
1759223458.761211, 2.343774, 5.965902, 0.887800, 2.634684, 1.782570, -0.349151, -89.291687, 2.022507, -104.117569
1759223458.781219, 2.598158, 4.424634, 1.272219, 2.247082, 1.716716, -0.141460, -89.554749, 2.269043, -105.988724
1759223458.801216, 3.498677, 3.468749, 1.396717, 1.768258, 1.367651, -0.049405, -90.066711, 2.445312, -108.191315
1759223458.820405, 3.684676, 2.758420, 1.359458, 1.454368, 1.167739, -0.038541, -90.335388, 2.710251, -109.742340
1759223458.841207, 4.077924, 1.283591, 1.366640, 0.173919, 0.678042, -0.016492, -90.478592, 3.174850, -111.148163
1759223458.861221, 4.468328, 1.295413, 0.944662, -0.690346, 0.398470, 0.199884, -90.765610, 2.927704, -111.356461
1759223458.881098, 3.851822, 2.290503, 0.821810, -1.436250, 0.525036, 0.327257, -90.601425, 3.191681, -110.877625
1759223458.901206, 3.072958, 3.320010, 0.319027, -2.022088, 0.635884, 0.311691, -90.557816, 2.769699, -110.612518
1759223458.921214, 2.851644, 3.599682, -0.432453, -2.356223, 0.627665, 0.246453, -90.222961, 3.209274, -110.139908
1759223458.941266, 3.079841, 5.152322, -2.725799, -2.349548, 0.820874, 0.215133, -90.418365, 2.502029, -109.901535
1759223458.960658, 2.484283, 9.264214, -9.889998, -1.653884, 1.310074, 0.154765, -90.667252, 2.365463, -109.434494
1759223458.981222, -0.606332, 20.161423, -27.360488, 0.972390, 0.629023, -0.136926, -90.891022, 1.943558, -110.274170
1759223459.000806, 0.697311, 27.546786, -14.827889, 0.356061, 1.777822, 0.046949, -91.073624, 2.029633, -112.023254
1759223459.020567, -0.341174, 15.374665, -3.872322, 0.027946, -0.975663, -0.705830, -91.539459, 2.027344, -111.543991
1759223459.041209, 1.099088, 7.622091, -7.666383, 0.923238, -1.048323, -1.231414, -91.575668, 0.682037, -111.022324
1759223459.061041, 13.637822, 7.656507, 0.887201, -0.320820, -0.286340, 0.234247, -91.728516, 0.818466, -110.962936
1759223459.081226, 15.849316, 12.497284, 4.658967, 0.406278, -0.496848, 1.557067, -90.898041, 1.629959, -110.536896
1759223459.101309, 3.979014, 14.595502, -5.979070, 1.393432, -1.837770, -0.469678, -90.881042, 2.163193, -109.836517
1759223459.121218, 3.082235, 3.039289, 12.129325, -1.334104, -0.350773, -0.832619, -90.833984, 1.418777, -109.148651
1759223459.141310, -0.507421, -0.331447, 5.809081, -2.018133, -0.481697, -1.189272, -91.238846, 0.132233, -107.947479
1759223459.161233, 1.422754, 1.484106, 4.744709, -2.793093, -0.417739, -0.554227, -91.563019, -1.365051, -105.285263
1759223459.181288, 5.462670, 7.727884, 6.736386, -4.013323, -0.167232, 1.057177, -90.866287, -1.352600, -103.074753
1759223459.201215, 5.052065, 13.951462, 2.054524, -2.784590, -2.599233, 1.841099, -88.953842, -1.106369, -100.484528
1759223459.221226, 2.607735, 17.429190, -4.088997, -0.507374, -3.516355, 1.317156, -87.390640, -0.493347, -98.474808
1759223459.241286, 3.024026, 13.058125, 0.155773, -0.841776, -1.102089, 0.712772, -86.981308, -0.446014, -97.331345
1759223459.260590, 2.802413, 8.857948, -0.670676, -1.713925, 0.938695, 0.197604, -87.050797, -1.203857, -97.129364
1759223459.281224, 3.319261, 8.670901, 0.429610, -2.399085, 0.687501, 0.079668, -87.378586, -2.015213, -96.485443
1759223459.301264, 2.573468, 9.062801, -0.797419, -2.099252, -0.155539, 0.098635, -87.289322, -3.083008, -95.686661
1759223459.321219, 2.377891, 9.366416, 0.442778, -1.633110, -0.470667, 0.321944, -86.819946, -3.872177, -94.244675
1759223459.341209, 1.624915, 8.602666, 0.534206, -1.125765, -0.465136, 0.556549, -87.243759, -3.661728, -93.671585
1759223459.361219, 0.506823, 7.545626, -0.780210, -0.639793, -0.308330, 0.713528, -86.282379, -3.885315, -93.033371
1759223459.381225, -0.655862, 8.048707, -1.190966, -0.896859, 0.272091, 0.848553, -86.410309, -3.326187, -92.777908
1759223459.401233, -0.313640, 10.197653, -0.513856, -1.370025, 1.031833, 0.788926, -86.102097, -3.743164, -93.614532
1759223459.421221, 0.414945, 10.751312, -0.111630, -1.266019, 0.887464, 0.333740, -86.765625, -4.279465, -93.376205
1759223459.441211, 1.886631, 9.094824, 0.866551, -1.028441, 0.429720, 0.322303, -86.957489, -4.561844, -93.018677
1759223459.460609, 1.983147, 7.861960, 1.359308, -0.870001, 0.267789, 0.396352, -86.598541, -4.610748, -93.720978
1759223459.481227, 2.477849, 7.506271, 0.202310, -1.007309, 0.219102, 0.409433, -86.702347, -5.080017, -92.664062
1759223459.501239, 3.912126, 10.143634, -1.143381, -1.451225, 0.154391, 0.449297, -86.407333, -5.521866, -92.389587
1759223459.521222, 2.169596, 10.590901, -1.751059, -1.539702, 0.035859, 0.423917, -86.345840, -5.713577, -92.118317
1759223459.541264, 0.010924, 9.922470, -2.744952, -1.145902, -0.365302, 0.363178, -86.051758, -6.531113, -91.422272
1759223459.560938, -0.099808, 9.770288, -3.400963, -0.655459, -0.568169, 0.285240, -85.725998, -6.886215, -90.931335
1759223459.581227, 0.787094, 11.269507, -1.832612, -0.076867, -0.011550, 0.193462, -85.844315, -6.896988, -90.454453
1759223459.601334, 1.208473, 11.887511, -0.352097, 0.403204, 0.908841, 0.143929, -86.081039, -6.476715, -90.651367
1759223459.621221, 1.072902, 12.985252, -0.232387, 0.428891, 0.985626, 0.054475, -86.670380, -5.921204, -91.932510
1759223459.641214, -0.865654, 16.333693, -0.276830, 0.447582, 0.276000, -0.295145, -86.937698, -5.823776, -92.063309
1759223459.661353, -1.416918, 16.589573, -1.765873, 1.010839, -0.256425, -0.845280, -87.088104, -6.133606, -92.449554
1759223459.681285, 1.578078, 14.596550, -4.794389, 2.181734, 0.025637, -1.121729, -87.698608, -5.627426, -92.833374
1759223459.701253, 4.797082, 11.162965, -4.159476, 2.902220, 0.445889, -0.942703, -88.064453, -5.131393, -94.738022
1759223459.721224, 4.874894, 11.111340, -0.865354, 3.263296, 0.457745, -0.761601, -88.598816, -3.950577, -95.727478
1759223459.741214, 6.066159, 11.763760, 1.233163, 3.311804, 0.166129, -0.482791, -89.083359, -2.911774, -97.559494
1759223459.761245, 6.378901, 12.164939, 4.583250, 2.642546, -0.386549, -0.241260, -88.890350, -2.599442, -98.201462
1759223459.781233, 7.053767, 12.496685, 4.261230, 2.098367, -0.692489, -0.093440, -88.671677, -1.405029, -98.752045
1759223459.801276, 7.872434, 12.690915, 3.379266, 1.773029, -0.933801, -0.014028, -88.150177, -0.983566, -99.068619
1759223459.821228, 8.260744, 11.539902, 3.932925, 1.454901, -0.871264, 0.019429, -87.562897, 0.108505, -98.629486
1759223459.840553, 6.338649, 10.171466, -5.699247, 2.984045, -0.579624, -0.297626, -87.231384, 0.957550, -99.582260
1759223459.861226, 1.662623, 10.254815, -1.503858, 3.438863, -0.444678, -0.837964, -87.385056, 1.243515, -101.575958
1759223459.880945, 0.505177, 10.018537, 0.667982, 2.999689, 0.158760, -0.998975, -88.113754, 2.156296, -102.184753
1759223459.901243, 1.772757, 7.524826, 0.355240, 2.600581, 0.669152, -0.709746, -88.366394, 1.838760, -103.517029
1759223459.921229, 2.656367, 5.784242, 1.148469, 2.199975, 0.825257, -0.484916, -88.856461, 2.546265, -105.451813
1759223459.941258, 3.835361, 5.040992, 1.022025, 2.045698, 0.946650, -0.343789, -89.235077, 2.444611, -107.420197
1759223459.961039, 4.151396, 4.553772, 0.848595, 1.884230, 1.065232, -0.284248, -89.654160, 3.114914, -109.170258
1759223459.981240, 3.704578, 3.522768, 0.365864, 1.421339, 0.957751, -0.243088, -90.110123, 3.201508, -110.644669
1759223460.001226, 3.524115, 2.385822, 0.493206, 0.559092, 0.601734, -0.086207, -90.059662, 3.230301, -111.442047
1759223460.021240, 3.033753, 1.584662, 0.455497, -0.392833, 0.335824, 0.029681, -89.833298, 2.928085, -111.795059
1759223460.040501, 3.003975, 1.769016, 0.449062, -1.174944, 0.280553, 0.159586, -89.825165, 3.161560, -111.667465
1759223460.061239, 2.938583, 1.607856, -0.286556, -1.705088, 0.458830, 0.215869, -89.528366, 2.773727, -110.852158
1759223460.081231, 2.124405, 1.414225, -1.988833, -2.044956, 0.688211, 0.147463, -89.897598, 2.358521, -110.220932
1759223460.101280, 0.338331, 3.631106, -4.734833, -2.386906, 1.607130, 0.066639, -89.885422, 2.404327, -110.151688
1759223460.121249, 0.681599, 9.292944, -12.410943, -1.834293, 2.470516, 0.393197, -90.329529, 2.066040, -110.261475
1759223460.141218, 2.387767, 26.106225, -31.281741, 1.421400, 1.440760, 0.931059, -90.399200, 2.548691, -111.563751
1759223460.161227, 2.491017, 25.370756, -5.842600, 0.411895, 0.706966, 0.241961, -89.855865, 3.313156, -113.045181
1759223460.181236, 4.953753, 16.885107, -6.182727, 0.438197, -1.421739, -0.743202, -90.104767, 2.996933, -113.066452
1759223460.201226, 14.549713, 14.344710, -6.860435, 0.739889, -1.047019, -0.633589, -89.948029, 2.435806, -112.700439
1759223460.221300, 15.635184, 11.551424, -2.979584, 1.204123, -0.013935, -0.609255, -90.494965, 2.436935, -112.538055
1759223460.241225, 1.655740, 7.160159, 3.939210, 0.605938, -3.389748, -0.958288, -90.693436, 2.068863, -111.705582
1759223460.261262, 3.678392, 1.304541, 9.860520, -0.665359, -0.454533, -0.212429, -90.493866, 1.783615, -110.602753
1759223460.280478, -0.375890, -1.537377, 6.166416, -1.444153, -0.018773, -0.290789, -89.897629, 1.103836, -109.648209
1759223460.301226, -0.344017, -0.161309, 7.273285, -2.856238, 0.374805, -0.042047, -89.979645, 0.660065, -109.036209
1759223460.321233, 3.916016, 6.773945, 8.451382, -4.533691, 0.630254, 0.995143, -90.402771, 0.281906, -107.807068
1759223460.341218, 6.569390, 13.501651, 10.732308, -5.821503, -0.181529, 2.142164, -89.883026, 0.130753, -105.345367
1759223460.361249, -0.246752, 16.872687, -10.109666, -1.254481, -5.820172, 0.582243, -88.283813, -0.063370, -102.565506
1759223460.380937, 4.692486, 15.620669, -1.691055, 0.175741, -4.958336, -0.172460, -86.400024, -0.072388, -98.112244
1759223460.401222, 4.639664, 10.137499, -5.106533, -0.754574, 0.059965, 0.347020, -84.913986, -0.003464, -96.162231
1759223460.421220, 3.716100, 8.929474, 1.134552, -2.123510, 2.350601, 0.601769, -85.093140, -0.183212, -96.138580
1759223460.441288, 2.593669, 9.054272, 0.132429, -2.227371, 1.724252, 0.383876, -85.803329, -0.996246, -97.332825
1759223460.461262, 1.715894, 9.006388, -0.360028, -1.903905, 0.923426, 0.209430, -86.474670, -1.578690, -96.712921
1759223460.481269, 1.110910, 8.888474, -0.202310, -1.085854, -0.309740, 0.057586, -86.090149, -2.132034, -96.038391
1759223460.501253, 0.928651, 8.126220, 0.258125, -0.629112, -1.004605, 0.192779, -85.494781, -2.370834, -95.591843
1759223460.521253, -0.036512, 8.067412, -0.902464, -0.781208, -1.029330, 0.552880, -84.952255, -2.238770, -94.456573
1759223460.541382, -0.209343, 9.572018, -1.142184, -1.495587, 0.224226, 0.695485, -84.248215, -2.528671, -93.700897
1759223460.561326, 0.553061, 10.623222, -0.967108, -1.409626, 0.837436, 0.235596, -84.370804, -2.996811, -93.661667
1759223460.581237, 2.168249, 9.479841, -0.744896, -1.110000, 0.548846, 0.199622, -84.707184, -3.244308, -93.305496
1759223460.600518, 2.697367, 8.315511, 0.165050, -1.055287, 0.234669, 0.305675, -84.978485, -3.915268, -93.117630
1759223460.621227, 2.440140, 7.895329, 0.458490, -1.076175, 0.055951, 0.358285, -84.970184, -4.395996, -92.159500
1759223460.641210, 2.680758, 8.401553, 0.328006, -1.076920, -0.102608, 0.410238, -84.747223, -4.658783, -92.173721
1759223460.661269, 3.284695, 8.999954, -0.098761, -1.192194, -0.074816, 0.466350, -84.606506, -4.988434, -91.791382
1759223460.681420, 2.422932, 9.049633, -0.992846, -1.379659, 0.211314, 0.533230, -83.996643, -5.574295, -91.437622
1759223460.701262, -0.058658, 10.381857, -1.989133, -1.446380, 0.127719, 0.533758, -84.280075, -5.729019, -91.110046
1759223460.721340, -1.584064, 11.599608, -2.962525, -0.929997, -0.378847, 0.321128, -83.970490, -6.246933, -90.375015
1759223460.741421, -0.238672, 12.023531, -1.656788, -0.006960, -0.204240, 0.210123, -83.737701, -6.091156, -90.218262
1759223460.761258, 2.150143, 11.817031, -1.214010, 0.089114, 0.407594, 0.002772, -84.094620, -5.847961, -91.000259
1759223460.781421, 3.015198, 11.811495, -2.971055, -0.107742, 0.285722, -0.019661, -83.993622, -6.357086, -90.930573
1759223460.801274, 0.859967, 15.582213, -1.735946, 0.554983, -0.527089, -0.050052, -83.777893, -5.690292, -90.951294
1759223460.821229, -1.323844, 16.127043, -1.243638, 1.185924, -0.254147, -0.516932, -83.636337, -5.381226, -91.195389
1759223460.841218, -0.027982, 13.912706, -4.305523, 2.039298, 0.128198, -1.072355, -83.944260, -4.952438, -92.117416
1759223460.861259, 2.985270, 11.555614, -3.856311, 2.850275, 0.278186, -1.188763, -84.245087, -4.048691, -93.447021
1759223460.881281, 4.429572, 11.871799, -0.251242, 3.139920, -0.089910, -1.110096, -84.750916, -3.051208, -94.846237
1759223460.901237, 6.225972, 13.146412, 1.317409, 3.174989, -0.599929, -0.908320, -84.786880, -2.543076, -95.408356
1759223460.921348, 7.595305, 14.046482, 3.919607, 2.589845, -0.502529, -0.611173, -85.050751, -1.762573, -96.821259
1759223460.941224, 8.805574, 13.947122, 4.680964, 1.864545, -0.553106, -0.191267, -84.754227, -1.169586, -97.259216
1759223460.961239, 8.537873, 13.059921, 3.721338, 1.432052, -0.853172, -0.171635, -84.567413, -0.673111, -97.137115
1759223460.981277, 9.346664, 10.777199, -2.796278, 2.328908, -0.880675, -0.392981, -84.092941, 0.675934, -97.865738
1759223461.001391, 4.413711, 10.631153, -2.463933, 3.195435, -0.477710, -1.025339, -84.540115, 1.039276, -98.592270
1759223461.021234, 2.005742, 10.625916, 1.082927, 2.997118, -0.252777, -1.306364, -85.208191, 1.346649, -99.606659
1759223461.041214, 1.170316, 9.283068, 1.672499, 2.735504, 0.125078, -1.275098, -85.866028, 1.644028, -101.620468
1759223461.061236, 1.994071, 6.771102, 0.689231, 2.816927, 0.720438, -0.933637, -86.796783, 2.106873, -103.970062
1759223461.081423, 2.837728, 5.070919, 0.780510, 2.738393, 0.975072, -0.683532, -87.557770, 2.389008, -105.524765
1759223461.100477, 3.503764, 4.569783, 0.986561, 2.352399, 1.326349, -0.511734, -87.944244, 2.043274, -107.557693
1759223461.121353, 3.629310, 4.227711, 1.612046, 1.859860, 1.266187, -0.368037, -88.522903, 2.402145, -109.381027
1759223461.141241, 3.539977, 3.005920, 1.972972, 1.259485, 0.885292, -0.212584, -89.028152, 2.516205, -110.378052
1759223461.161430, 3.324499, 1.606210, 1.556231, 0.516378, 0.665058, -0.065053, -88.745468, 2.305573, -111.729889
1759223461.181339, 3.407996, 0.992696, 0.862212, -0.412512, 0.631401, 0.129858, -88.700668, 2.306458, -111.901962
1759223461.200932, 2.602198, 0.497246, -0.198270, -1.368392, 0.813071, 0.237751, -88.796921, 2.263702, -112.133606
1759223461.221446, 1.976713, 1.077690, -1.206229, -2.129750, 0.955385, 0.313890, -88.735657, 2.286407, -111.448212
1759223461.241323, 0.883011, 3.419818, -4.225018, -2.478553, 1.252170, 0.290548, -88.366791, 2.137482, -111.248215
1759223461.261269, 2.332252, 8.910919, -12.614600, -1.499837, 1.336275, 0.565521, -88.674088, 2.362534, -110.971985
1759223461.281350, 3.025822, 18.028339, -22.053740, 0.597006, 1.815092, 0.708915, -88.594620, 2.942764, -112.002411
1759223461.301235, 4.473416, 23.230639, -8.263587, -0.155211, 1.323539, 0.581268, -88.504517, 3.137085, -113.500198
1759223461.321270, 1.621024, 15.541511, -6.797288, -0.094337, -0.858230, -0.659172, -88.838058, 2.936890, -112.698151
1759223461.341251, 4.200328, 7.382072, -9.665242, 0.565429, -0.649455, -1.209960, -89.100235, 2.024445, -112.631012
1759223461.361432, 11.262325, 7.892186, -2.141015, -0.561644, 0.311406, -0.340137, -89.747543, 2.154373, -112.696381
1759223461.381280, 10.718691, 13.723564, -9.864410, 0.785536, -0.607966, 0.277933, -89.427048, 2.400787, -112.697098
1759223461.401365, -0.925658, 12.874520, 4.486135, 0.617500, -3.526019, -0.885088, -89.156876, 1.201706, -110.898758
1759223461.420441, 4.016124, 4.337994, 10.247183, -0.951713, -0.936025, -0.209268, -88.987564, 1.094711, -109.823212
1759223461.441243, 2.013973, 0.991798, 6.374562, -1.853769, -0.294045, -0.118084, -89.076111, 0.653290, -108.825623
1759223461.461435, 4.945224, 4.968417, 6.117335, -3.126059, 0.104283, 0.814032, -89.055801, 0.719147, -107.489990
1759223461.481266, 6.409577, 9.909451, 5.871331, -3.891044, 0.350977, 1.530977, -88.246170, 0.876572, -105.956619
1759223461.501307, 0.924461, 15.568446, -7.826346, -1.330428, -1.329917, 0.568021, -87.929977, 0.900330, -104.874969
1759223461.520807, 3.665373, 13.959542, 2.715324, -1.376894, -1.141318, 0.265363, -87.121948, 0.479584, -103.160004
1759223461.541333, 1.778293, 9.620052, -2.119766, -1.332536, -0.956369, 0.167684, -86.821335, 0.295029, -101.714157
1759223461.561330, 4.220678, 6.906524, -2.317886, -1.472500, -0.084126, 0.476558, -86.689880, -0.268646, -100.848297
1759223461.581274, 5.321562, 8.141483, 0.082151, -2.027422, 0.705336, 0.578518, -86.387253, -0.544418, -99.594269
1759223461.601250, 4.001160, 9.175030, 0.111330, -2.159289, 0.473161, 0.345855, -86.492340, -0.895508, -99.655701
1759223461.621172, 2.700809, 9.119065, -0.295684, -1.795404, -0.303328, 0.135994, -86.332321, -1.274918, -98.675476
1759223461.641231, 1.779640, 8.165275, 0.037260, -1.410991, -0.798534, 0.075441, -86.032516, -2.135330, -98.221878
1759223461.661242, 0.800711, 7.885602, -0.763900, -1.053000, -0.861425, 0.142216, -85.757065, -2.659393, -96.782425
1759223461.681245, 0.507421, 9.230545, -1.328483, -0.935288, -0.395152, 0.483916, -85.405853, -2.785522, -96.176544
1759223461.701257, 0.290147, 10.587758, -1.680131, -1.065761, 0.319526, 0.844856, -85.264313, -2.818207, -95.690903
1759223461.721292, -0.169689, 10.363900, -1.170765, -1.021963, 0.424667, 0.593818, -84.881134, -2.651199, -95.102219
1759223461.741229, 0.948852, 9.542240, -0.447267, -0.769020, 0.331393, 0.279173, -84.566330, -2.994156, -95.496475
1759223461.761240, 2.206406, 8.572888, 0.570119, -0.785408, 0.256209, 0.372314, -84.846924, -3.352493, -94.859406
1759223461.781245, 2.133084, 8.308478, 0.915932, -0.892737, 0.178115, 0.398713, -84.890610, -3.431778, -95.098404
1759223461.801243, 2.691232, 8.856451, 0.798915, -1.033038, 0.158653, 0.434563, -84.658707, -3.555359, -94.517624
1759223461.821240, 2.814983, 9.279776, 0.219069, -1.186494, 0.289009, 0.479689, -84.568069, -3.770340, -94.160431
1759223461.841231, 1.586159, 9.441235, -0.598999, -1.486568, 0.356596, 0.427618, -84.858673, -4.086166, -93.978531
1759223461.861243, 0.462530, 10.001777, -2.213589, -1.649255, 0.061960, 0.354947, -84.618393, -4.957611, -93.341476
1759223461.881248, -0.067636, 10.686220, -3.383755, -1.157175, -0.458528, 0.234570, -84.675217, -5.324997, -92.962631
1759223461.901243, 1.173009, 11.186009, -2.128595, -0.174368, -0.063289, 0.267508, -84.205429, -5.606613, -92.706116
1759223461.920332, 1.771410, 11.343428, -1.523909, 0.207337, 0.297675, 0.251385, -84.592667, -5.264221, -92.783356
1759223461.941232, 2.086696, 13.471574, -2.237381, 0.469873, 0.681921, 0.118691, -84.353546, -5.375153, -93.725159
1759223461.961249, 0.802207, 15.706861, -1.526603, 0.555109, 0.486911, -0.042754, -84.905594, -4.557312, -94.203842
1759223461.981293, -1.328034, 16.161609, 0.062399, 0.817606, -0.023669, -0.533377, -85.209137, -4.705444, -94.782257
1759223462.001265, 0.578948, 14.680197, -2.801216, 1.733040, -0.057380, -1.010277, -85.522186, -4.618713, -94.732147
1759223462.020742, 4.001160, 12.229283, -4.329315, 2.619427, 0.109675, -1.019891, -86.385941, -4.147278, -95.911606
1759223462.041233, 4.797681, 11.814487, -1.353921, 3.022794, -0.160328, -0.934597, -86.753128, -3.074921, -97.377045
1759223462.061247, 6.069600, 12.071714, 0.542736, 3.210989, -0.309801, -0.781713, -86.741272, -2.658157, -98.873825
1759223462.080942, 6.882881, 12.038794, 4.421941, 2.571432, -0.492610, -0.530593, -86.794495, -1.803528, -98.771851
1759223462.101245, 7.570166, 12.121544, 4.636671, 1.892469, -0.859120, -0.315522, -86.924942, -1.590393, -99.459793
1759223462.121214, 8.649652, 12.445210, 3.327491, 1.499054, -1.073092, -0.108171, -86.152405, -0.895370, -99.494812
1759223462.141233, 9.357887, 11.687295, 1.207127, 1.742707, -0.702122, -0.198987, -86.270035, 0.030212, -99.972153
1759223462.161253, 5.761646, 10.769418, -4.299837, 3.047445, -0.149325, -0.670521, -86.291077, 0.333832, -101.488510
1759223462.181210, 2.800617, 10.428095, 0.270844, 3.372481, -0.367749, -0.935928, -86.821701, 0.848129, -102.806244
1759223462.201246, 0.634463, 9.784653, 1.380706, 3.209959, -0.317493, -1.131673, -87.218781, 1.238632, -104.112518
1759223462.221246, 1.544859, 7.538144, -0.414047, 3.162641, 0.493423, -0.855668, -88.009247, 1.503128, -105.728073
1759223462.241321, 2.565537, 5.949741, -0.119710, 2.825660, 1.020005, -0.568083, -88.336380, 1.592941, -107.800430
1759223462.261444, 3.505261, 5.412392, 0.795174, 2.259099, 1.160707, -0.430337, -88.588394, 1.644379, -109.244965
1759223462.281354, 3.205686, 4.482095, 1.011849, 1.806004, 0.900577, -0.503548, -89.367584, 1.694519, -110.791245
1759223462.301317, 3.365499, 3.405752, 1.313968, 1.372563, 0.601077, -0.427686, -89.793991, 1.635849, -112.058334
1759223462.321282, 3.166481, 2.111836, 1.336114, 0.660329, 0.491593, -0.222348, -89.820923, 1.553391, -112.448883
1759223462.340745, 2.724452, 1.180042, 1.078289, -0.328306, 0.587994, -0.022430, -90.008453, 1.370880, -113.178406
1759223462.361460, 2.322825, 1.270423, 0.177171, -1.212595, 0.729323, 0.117096, -89.859100, 1.267715, -112.878342
1759223462.381363, 2.180220, 1.101782, -0.564732, -1.850557, 0.778215, 0.283097, -89.806503, 1.587723, -112.405411
1759223462.401245, 1.378611, 3.122338, -2.802413, -2.132754, 0.883564, 0.345724, -89.704529, 1.006119, -111.995163
1759223462.421299, 0.783502, 7.431602, -8.168567, -1.756402, 0.983765, 0.325970, -89.893158, 1.131805, -111.879105
1759223462.441247, 1.546056, 15.587600, -19.572000, 0.022272, 1.226215, 0.280751, -89.738022, 1.703323, -113.256729
1759223462.461064, 3.824288, 24.002171, -17.277906, 0.563651, 1.768492, 0.279608, -89.954742, 1.634735, -113.904922
1759223462.481280, 1.346439, 18.909554, -7.252336, -0.154450, 0.053056, -0.711082, -90.280502, 1.478226, -114.500626
1759223462.501455, 2.869301, 9.996241, -5.525219, 0.320714, -0.658145, -1.316702, -90.862427, 0.467712, -114.179825
1759223462.521303, 3.144036, 3.292775, -6.405537, 0.980596, 1.201957, -1.292717, -91.439804, -0.521652, -114.937714
1759223462.541282, 2.251447, -1.526752, -2.588880, 0.006065, 1.907778, -0.826265, -91.506042, -0.755997, -116.419617
1759223462.561451, 9.461735, 3.404405, 7.346907, -2.173407, -0.165189, 0.603386, -91.927795, -0.809830, -115.731537
1759223462.581291, 11.083807, 13.527838, 1.054347, -1.265046, -2.201905, 1.640182, -90.679352, 0.139771, -113.611755
1759223462.601472, 5.800552, 25.030929, -17.392379, 0.536114, -0.835612, 0.006689, -90.425156, 0.177811, -112.406830
1759223462.621321, 3.253870, 8.313716, 14.260164, -1.732198, -0.365034, -0.784589, -90.448563, -0.150101, -111.983521
1759223462.641289, 2.085799, 2.534262, 5.187786, -2.084943, -0.052815, -0.789910, -91.245605, -1.282074, -110.987656
1759223462.661468, 2.067094, 2.219575, 3.066374, -2.324815, -0.663628, -0.352429, -91.248856, -1.895386, -109.672073
1759223462.681284, 2.385074, 6.003161, -1.546654, -1.794173, -1.760777, 0.496049, -90.935333, -2.028503, -107.747589
1759223462.701292, 4.941034, 11.424532, 3.025672, -2.150945, -1.439237, 1.304980, -90.101669, -1.714050, -105.654129
1759223462.721317, 3.759495, 13.783269, 1.111957, -2.183787, -1.226320, 1.010669, -89.200623, -1.338440, -103.763062
1759223462.740385, 2.289605, 13.043012, -1.273865, -1.758166, -1.003308, -0.019345, -88.638504, -2.045746, -102.762970
1759223462.761450, 3.749769, 9.946112, -0.221763, -1.731601, -0.489045, -0.251398, -88.408432, -2.765213, -101.567993
1759223462.781292, 4.081964, 8.198195, -0.008679, -1.786721, 0.014689, 0.017890, -88.676697, -3.377579, -100.217987
1759223462.801322, 3.268684, 8.018630, -0.234482, -1.633737, 0.130830, 0.246306, -88.577255, -4.102829, -100.197113
1759223462.821247, 2.743456, 8.938602, 0.564583, -1.438192, -0.078422, 0.423115, -88.679337, -4.074493, -99.611267
1759223462.840651, 1.937957, 8.909573, 0.922965, -1.238094, -0.180919, 0.454846, -88.244293, -4.473633, -99.144989
1759223462.861267, 0.706439, 8.542960, 0.176423, -1.103740, -0.248404, 0.452601, -88.063919, -4.606110, -98.374130
1759223462.881256, 0.098013, 9.084349, -0.483928, -1.160227, 0.016879, 0.609524, -87.977829, -4.630981, -97.578690
1759223462.901284, -0.136619, 9.815329, 0.057760, -1.221015, 0.689287, 0.655634, -87.799149, -5.000977, -97.621521
1759223462.921255, -0.138116, 9.714922, 0.196325, -1.130538, 0.829383, 0.425327, -87.848969, -5.052368, -97.431595
1759223462.941067, 1.081730, 8.861838, 0.089034, -1.044103, 0.175698, 0.237117, -87.610718, -5.130539, -97.686890
1759223462.960525, 2.651728, 8.613739, 0.584634, -1.072626, -0.207129, 0.160862, -87.625168, -5.728165, -97.350906
1759223462.981294, 3.176208, 8.512434, 0.697760, -1.187057, -0.289694, 0.228803, -87.434219, -6.295364, -96.617371
1759223463.001451, 3.817555, 8.536825, 0.543334, -1.401399, -0.164061, 0.343755, -87.157562, -6.314056, -95.978668
1759223463.021422, 4.474464, 8.641272, -1.176900, -1.482124, 0.164799, 0.410741, -87.129379, -6.429459, -95.547379
1759223463.041258, 3.087473, 8.713847, -3.984999, -1.067059, -0.304544, 0.500163, -87.306961, -6.959549, -95.190063
