SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Subject,Activity
1759627918.34906,0.168043,-3.359663,-9.599402,-0.039644,-0.016508,0.013987,1,WALK
1759627918.36805,0.430507,-3.332579,-9.309853,-0.021721,0.177518,-0.000994,1,WALK
1759627918.38906,0.518045,-3.326294,-9.244462,-0.068593,0.154958,-0.022677,1,WALK
1759627918.40902,0.592116,-3.374478,-9.48882,-0.058626,-0.005415,-0.024583,1,WALK
1759627918.42907,0.629376,-3.302203,-9.398888,-0.004105,-0.189993,-0.004785,1,WALK
1759627918.44904,0.364517,-3.396325,-9.334394,0.036319,-0.155542,-0.011635,1,WALK
1759627918.46807,0.420781,-3.417424,-9.346514,0.104629,0.003723,0.012263,1,WALK
1759627918.48907,0.442628,-3.40231,-9.197775,0.171212,0.051143,0.050122,1,WALK
1759627918.50902,0.31394,-3.495834,-8.986486,0.134941,0.019019,0.069033,1,WALK
1759627918.52905,0.299425,-3.363853,-8.887576,0.052303,-0.100127,0.027751,1,WALK
1759627918.54904,0.260369,-3.380912,-9.033024,-0.008531,-0.127838,-0.018334,1,WALK
1759627918.56808,0.418237,-3.411887,-9.272444,-0.005077,-0.1008,-0.009292,1,WALK
1759627918.58903,0.406116,-3.378967,-9.26571,0.073283,-0.06787,0.003898,1,WALK
1759627918.60903,0.382773,-3.475483,-9.153033,0.101112,-0.021541,0.020662,1,WALK
1759627918.62883,0.518045,-3.478925,-8.986037,0.044982,-0.083907,0.049003,1,WALK
1759627918.64904,0.281319,-3.489699,-8.965537,0.004863,-0.158728,0.018516,1,WALK
1759627918.66810,0.185251,-3.469797,-9.054571,0.015855,-0.105079,-0.017846,1,WALK
1759627918.68905,0.305859,-3.483713,-8.954015,0.015309,-0.063964,-0.011941,1,WALK
1759627918.70902,0.353743,-3.449895,-8.993819,-0.00336,-0.029663,0.000264,1,WALK
1759627918.72893,0.279673,-3.350685,-9.146,0.028983,0.034069,0.0142,1,WALK
1759627918.74901,0.239121,-3.43119,-9.008483,0.048905,-0.026932,0.010977,1,WALK
1759627918.76811,0.398335,-3.429993,-8.929923,-0.011881,-0.098416,-0.020297,1,WALK
1759627918.78894,0.275932,-3.519925,-9.125799,-0.020632,-0.072543,-0.020804,1,WALK
1759627918.80902,0.254234,-3.543269,-9.131635,0.031652,-0.007234,-0.006463,1,WALK
1759627918.82903,0.353594,-3.503166,-8.932467,0.031156,-0.001235,0.019961,1,WALK
1759627918.84819,0.268001,-3.43523,-8.926332,0.000255,0.012953,0.019063,1,WALK
1759627918.86813,0.264709,-3.483115,-9.066243,-0.028749,0.040017,0.026034,1,WALK
1759627918.88904,0.277129,-3.425055,-9.184756,-0.019462,0.005848,0.010352,1,WALK
1759627918.90902,0.128838,-3.433584,-9.186701,0.020801,-0.0437,0.003888,1,WALK
1759627918.92904,0.094122,-3.439271,-8.967183,0.010296,-0.053461,-0.012446,1,WALK
1759627918.94903,0.130035,-3.376423,-8.926482,-0.023296,-0.012672,-0.023051,1,WALK
1759627918.96815,0.028282,-3.41084,-9.163059,-0.038522,0.050739,-0.029769,1,WALK
1759627918.98804,0.20665,-3.383007,-9.216928,-0.04891,0.023164,-0.043063,1,WALK
1759627919.00901,0.260369,-3.418172,-9.300276,-0.042604,-0.057205,-0.039058,1,WALK
1759627919.02903,0.207398,-3.378967,-9.334244,-0.009696,-0.079983,-0.017002,1,WALK
1759627919.04903,0.150835,-3.366397,-9.228001,0.036295,-0.015122,-0.015069,1,WALK
1759627919.06817,0.144999,-3.465308,-9.041703,0.036212,0.042911,-0.032403,1,WALK
1759627919.08906,0.325163,-3.546112,-8.913463,-0.003037,-0.005727,-0.055678,1,WALK
1759627919.10901,0.298976,-3.631854,-8.995913,-0.037968,-0.079312,-0.043253,1,WALK
1759627919.12904,0.322469,-3.510947,-9.063101,-0.043737,-0.069093,-0.009419,1,WALK
1759627919.14839,0.211438,-3.476979,-9.106047,-0.036189,0.013681,0.017396,1,WALK
1759627919.16819,0.133926,-3.332878,-9.229348,-0.031626,0.063099,0.015862,1,WALK
1759627919.18892,0.049829,-3.293673,-9.24491,-0.009592,0.014733,-0.019229,1,WALK
1759627919.20900,0.022745,-3.352481,-9.248801,0.000219,-0.064877,-0.064595,1,WALK
1759627919.22903,0.166846,-3.453187,-9.11727,0.007387,-0.084774,-0.101225,1,WALK
1759627919.24823,0.246603,-3.572149,-9.006538,0.012363,-0.044514,-0.075287,1,WALK
1759627919.26820,0.295684,-3.538181,-9.032425,-0.019663,0.052656,-0.021123,1,WALK
