SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Subject,Activity
1759737519.93745,0.049081,-1.27162,-9.102306,0.140651,0.040659,0.156064,1,WALK
1759737519.95743,-0.033968,-1.15595,-9.496751,0.056449,-0.020008,0.27783,1,WALK
1759737519.97745,-0.226851,-0.8465,-9.944616,0.207679,-0.009768,0.336281,1,WALK
1759737519.99696,-0.385616,-0.78859,-9.621399,0.44516,-0.008212,0.302114,1,WALK
1759737520.01747,-0.431555,-1.028759,-8.977358,0.50522,0.041795,0.242222,1,WALK
1759737520.03744,-0.268749,-1.435623,-8.324938,0.352158,0.054244,0.231219,1,WALK
1759737520.05679,-0.011672,-1.830068,-8.027309,0.053764,-0.007203,0.285041,1,WALK
1759737520.07748,0.279074,-1.84967,-8.505701,-0.175884,-0.055606,0.390336,1,WALK
1759737520.09695,0.452205,-1.639729,-9.100361,-0.194904,-0.077564,0.507339,1,WALK
1759737520.11747,0.301969,-1.5278,-9.399636,-0.082443,-0.076054,0.55461,1,WALK
1759737520.13746,0.142605,-1.581969,-9.524433,0.086419,-0.036049,0.499442,1,WALK
1759737520.15743,0.155025,-1.690306,-9.425523,0.187051,0.046654,0.44989,1,WALK
1759737520.17746,0.133626,-2.020257,-9.090335,0.104836,0.142156,0.437588,1,WALK
1759737520.19818,0.131382,-2.245013,-9.330503,-0.0755,0.191164,0.483722,1,WALK
1759737520.21745,0.499191,-2.022801,-9.919926,-0.179783,0.168139,0.554947,1,WALK
1759737520.23744,0.755969,-1.711555,-10.715848,-0.139197,0.193479,0.629645,1,WALK
1759737520.25656,0.845752,-1.498321,-11.084256,0.02394,0.141802,0.708147,1,WALK
1759737520.27743,0.651372,-1.696142,-11.068394,0.192043,0.056657,0.768918,1,WALK
1759737520.29697,0.571765,-1.76737,-10.581174,0.256137,0.146787,0.848957,1,WALK
1759737520.31744,0.347159,-1.584662,-9.935338,0.113698,0.299986,1.023952,1,WALK
1759737520.33744,0.095319,-1.433678,-9.690382,-0.113013,0.484691,1.085259,1,WALK
1759737520.35682,0.771531,-1.055544,-10.190919,-0.235709,0.731771,1.04037,1,WALK
1759737520.37744,1.551892,-0.72275,-10.368539,-0.240074,0.557836,1.110198,1,WALK
1759737520.39700,1.71365,-0.572065,-10.177452,-0.166262,0.049177,1.152323,1,WALK
1759737520.41743,1.178845,-0.75133,-9.556606,-0.014655,-0.404768,1.02388,1,WALK
1759737520.43743,0.584185,-1.010054,-8.828918,0.082867,-0.380783,0.891229,1,WALK
1759737520.45743,0.279523,-1.386542,-8.544906,0.082669,-0.060018,0.857196,1,WALK
1759737520.47745,0.471807,-1.538125,-8.396764,0.041545,0.107264,0.874757,1,WALK
1759737520.49699,0.920271,-1.596484,-8.376115,-0.065183,0.12645,0.916379,1,WALK
1759737520.51746,0.982969,-1.644218,-8.723423,-0.17143,0.106607,1.000894,1,WALK
1759737520.53745,0.917877,-1.542614,-8.954913,-0.227768,0.038107,1.095257,1,WALK
