SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,duration,Subject,Activity
1759228121.67807,4.175188,11.695825,-4.826411,-1.894857,-1.591354,0.217562,3.18,6,UPSTAIRS
1759228121.69805,1.979107,14.155717,-2.683302,-1.723353,-1.926825,0.893355,3.20,6,UPSTAIRS
1759228121.71804,-0.032172,11.842021,-2.990508,-1.41816,-1.574538,0.334784,3.22,6,UPSTAIRS
1759228121.73742,-1.389236,9.202413,-3.577536,-1.273642,-1.357984,-0.545877,3.24,6,UPSTAIRS
1759228121.75805,-2.050334,8.331971,-3.818153,-1.234599,-2.134371,-0.616837,3.26,6,UPSTAIRS
1759228121.77805,-2.252944,8.771457,-2.814234,-1.359466,-2.791686,-0.259404,3.28,6,UPSTAIRS
1759228121.79805,-2.869451,9.274239,-2.921076,-1.362041,-2.559166,-0.108704,3.30,6,UPSTAIRS
1759228121.81803,-2.935142,9.280674,-3.000533,-1.210407,-1.896105,-0.233426,3.32,6,UPSTAIRS
1759228121.83805,-2.578106,9.05517,-3.155558,-1.014763,-1.542244,-0.372653,3.34,6,UPSTAIRS
1759228121.85805,-2.763956,8.615235,-3.953425,-0.898277,-1.475414,-0.441726,3.36,6,UPSTAIRS
1759228121.87805,-2.921225,8.036138,-3.678392,-0.956196,-1.780963,-0.464708,3.38,6,UPSTAIRS
1759228121.89810,-2.632425,7.856573,-3.516484,-1.027153,-2.007746,-0.542762,3.40,6,UPSTAIRS
1759228121.91804,-1.890671,7.716662,-3.044976,-0.992116,-1.747205,-0.628946,3.42,6,UPSTAIRS
1759228121.93807,-1.686117,7.53994,-2.364723,-0.927888,-1.332165,-0.594579,3.44,6,UPSTAIRS
1759228121.95806,-2.256984,7.569119,-2.247108,-0.865054,-1.089439,-0.559612,3.46,6,UPSTAIRS
1759228121.97805,-2.904765,8.346935,-2.063652,-0.803761,-1.064679,-0.537093,3.48,6,UPSTAIRS
1759228121.99805,-3.494038,9.275287,-1.949329,-0.773323,-1.188392,-0.549077,3.50,6,UPSTAIRS
1759228122.01811,-4.081366,9.210494,-2.139668,-0.717889,-1.141291,-0.528721,3.52,6,UPSTAIRS
