SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,duration,Subject,Activity
1759228838.07180,-1.899949,7.352743,0.061651,-2.470006,0.024616,-2.304812,4.86,3,UPSTAIRS
1759228838.09180,-1.348085,6.390124,1.610699,-2.529064,-0.15509,-2.383016,4.88,3,UPSTAIRS
1759228838.11182,-0.803404,5.915923,1.305438,-2.368644,-0.396297,-2.329289,4.90,3,UPSTAIRS
1759228838.13127,-1.544859,5.114164,1.609951,-2.30046,-0.720929,-2.286453,4.92,3,UPSTAIRS
1759228838.15161,-1.817648,4.705055,0.986411,-2.263169,-0.976669,-2.177493,4.94,3,UPSTAIRS
1759228838.17137,-1.708562,4.308366,0.558148,-2.048902,-1.324198,-1.974783,4.96,3,UPSTAIRS
1759228838.19180,-0.808342,3.895965,0.092326,-1.720718,-1.62769,-1.677386,4.98,3,UPSTAIRS
1759228838.21179,-0.712574,3.121889,-0.63985,-1.191046,-1.403646,-1.296875,5.00,3,UPSTAIRS
1759228838.23177,-0.279673,2.129343,-0.119411,-0.559733,-1.082973,-0.822004,5.02,3,UPSTAIRS
1759228838.25116,0.042198,0.745495,0.501136,0.04126,-0.814068,-0.412525,5.04,3,UPSTAIRS
1759228838.27177,0.034716,-0.284162,1.488894,0.649123,-0.316711,-0.122179,5.06,3,UPSTAIRS
1759228838.29184,-0.282965,0.101005,2.198775,1.304757,0.296607,0.166665,5.08,3,UPSTAIRS
1759228838.31179,-1.192761,0.560842,1.851915,2.034958,1.236492,0.532716,5.10,3,UPSTAIRS
1759228838.33132,-2.021155,1.468543,4.402937,2.479868,2.30728,1.143371,5.12,3,UPSTAIRS
1759228838.35181,-7.001543,3.461267,14.531308,1.55442,2.211943,1.04187,5.14,3,UPSTAIRS
1759228838.37177,-8.607903,20.288016,8.72492,2.018269,2.943049,0.780608,5.16,3,UPSTAIRS
1759228838.39178,-19.478477,43.993156,5.580286,1.509916,1.399697,0.298527,5.18,3,UPSTAIRS
1759228838.41181,-1.363498,14.335133,4.354604,0.649701,0.751285,1.119086,5.20,3,UPSTAIRS
1759228838.43177,0.907552,-0.67726,1.575983,1.24554,0.173613,1.24274,5.22,3,UPSTAIRS
1759228838.45180,4.392612,-3.411288,4.699668,1.297452,0.70836,1.764883,5.24,3,UPSTAIRS
1759228838.47177,2.430863,3.003526,1.970578,1.447257,1.759968,2.173111,5.26,3,UPSTAIRS
1759228838.49182,1.291073,13.9769,0.44188,1.407705,2.28713,2.338542,5.28,3,UPSTAIRS
1759228838.51181,-1.17271,26.446651,-3.726874,1.832836,2.896519,3.000755,5.30,3,UPSTAIRS
1759228838.53155,-8.962993,17.451785,-2.130989,1.529263,1.718549,2.524778,5.32,3,UPSTAIRS
1759228838.55180,-9.031976,10.799346,-1.990629,1.464007,0.795984,1.531587,5.34,3,UPSTAIRS
1759228838.57180,-6.316353,8.232013,-1.139191,1.594134,0.3524,1.552452,5.36,3,UPSTAIRS
1759228838.59182,-6.027852,6.971167,0.623989,1.646257,0.340428,1.437623,5.38,3,UPSTAIRS
1759228838.61184,-3.453337,8.254309,4.295796,1.321498,0.073019,1.167666,5.40,3,UPSTAIRS
1759228838.63177,-1.713201,9.194333,3.757251,0.768791,-0.326159,0.801551,5.42,3,UPSTAIRS
1759228838.65180,-1.117194,8.168418,1.865382,0.313149,0.17305,0.434504,5.44,3,UPSTAIRS
1759228838.67180,-0.73068,6.118233,1.355567,0.133017,0.022415,0.375796,5.46,3,UPSTAIRS
1759228838.69180,-1.124227,4.361787,0.306757,0.109056,-0.181786,0.413726,5.48,3,UPSTAIRS
1759228838.71183,-1.89935,3.27841,-1.156998,0.128689,-0.631903,0.501776,5.50,3,UPSTAIRS
1759228838.73178,-3.290232,2.239476,-1.815852,0.46569,-1.07224,0.561802,5.52,3,UPSTAIRS
1759228838.75180,-4.544045,1.342249,-2.680009,1.055343,-0.494392,0.246952,5.54,3,UPSTAIRS
1759228838.77180,-4.428974,2.77069,-2.263119,1.542945,-0.512147,-0.193053,5.56,3,UPSTAIRS
1759228838.79182,-2.513164,6.436811,-1.101033,1.836264,-0.78967,-0.220378,5.58,3,UPSTAIRS
1759228838.81179,0.147094,12.180651,0.91668,1.643557,-0.483369,-0.02103,5.60,3,UPSTAIRS
1759228838.83178,1.67235,16.29359,4.85993,0.50499,-0.469026,0.493915,5.62,3,UPSTAIRS
