SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,duration,Subject,Activity
1759315843.79505,-1.998859,10.942699,-0.470461,3.954863,4.207026,-1.495593,5.02,4,UPSTAIRS
1759315843.81508,-1.999458,12.108076,0.116867,4.818086,4.268164,-1.286689,5.04,4,UPSTAIRS
1759315843.83508,-2.376993,13.20492,1.17675,4.910334,3.471648,-0.843744,5.06,4,UPSTAIRS
1759315843.85508,-2.363227,11.310807,4.455759,3.49759,1.011705,-0.479139,5.08,4,UPSTAIRS
1759315843.87508,-1.859547,8.335862,1.502212,2.114019,-0.225234,-0.283157,5.10,4,UPSTAIRS
1759315843.89505,0.959626,8.638429,-0.786196,2.210983,-0.035927,0.377602,5.12,4,UPSTAIRS
1759315843.91507,3.054552,10.158448,-2.142362,3.058245,0.723151,1.624484,5.14,4,UPSTAIRS
1759315843.93507,2.611924,7.576002,1.473481,3.657122,0.393875,2.210487,5.16,4,UPSTAIRS
1759315843.95464,2.149245,4.969914,3.510947,3.811007,-2.400376,1.659112,5.18,4,UPSTAIRS
1759315843.97508,-0.176423,4.517859,0.560991,3.839016,-4.544702,1.368923,5.20,4,UPSTAIRS
1759315843.99505,-1.972972,5.064634,0.560991,3.909975,-5.268509,1.159729,5.22,4,UPSTAIRS
1759315844.01495,-3.22903,5.906645,-3.098695,3.972102,-3.297686,0.802034,5.24,4,UPSTAIRS
1759315844.03507,-3.156905,4.151695,-4.635773,3.368561,-1.053756,0.913146,5.26,4,UPSTAIRS
1759315844.05508,-2.660856,3.61285,-5.00463,2.463541,-1.106644,0.724644,5.28,4,UPSTAIRS
1759315844.07508,-1.502062,4.749647,-5.034108,1.869892,-1.332775,0.54909,5.30,4,UPSTAIRS
1759315844.09505,-0.994641,4.791246,-4.898836,1.385157,-1.226988,0.325157,5.32,4,UPSTAIRS
1759315844.11481,-1.462857,3.887585,-5.511003,0.902987,-0.9382,0.199442,5.34,4,UPSTAIRS
1759315844.13493,-2.145205,2.311302,-6.32174,0.214537,-0.323559,0.129333,5.36,4,UPSTAIRS
1759315844.15410,-2.049287,2.007239,-6.484097,-0.525307,0.01114,0.085341,5.38,4,UPSTAIRS
