SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Durations,Subject,Activity
1759228716.10786,2.466926,10.464008,-4.534019,0.383336,0.512374,0.444426,4.62,2,DOWNSTAIRS
1759228716.12793,5.154417,10.067768,-7.278822,1.409686,0.440686,1.008547,4.64,2,DOWNSTAIRS
1759228716.14789,5.180603,10.404901,-5.675305,2.113469,0.347071,1.379658,4.66,2,DOWNSTAIRS
1759228716.16793,2.675071,12.095656,-0.893187,2.241372,1.279099,1.449284,4.68,2,DOWNSTAIRS
1759228716.18789,0.587178,14.157363,1.150414,1.956369,2.26625,1.419914,4.70,2,DOWNSTAIRS
1759228716.20794,-0.813879,14.55121,2.022801,1.003673,2.12725,1.413165,4.72,2,DOWNSTAIRS
1759228716.22791,-2.474557,12.414684,-0.734421,0.714449,1.535427,1.2883,4.74,2,DOWNSTAIRS
1759228716.24794,-2.2296,10.595988,-1.819294,0.769639,0.550326,1.170527,4.76,2,DOWNSTAIRS
1759228716.26806,-1.359757,9.829844,1.419911,0.473366,-0.496831,0.896133,4.78,2,DOWNSTAIRS
1759228716.28794,0.910395,9.291298,3.76174,-0.019763,-0.352993,0.613713,4.80,2,DOWNSTAIRS
1759228716.30790,4.635025,8.966435,1.350629,-0.029896,1.371818,0.749804,4.82,2,DOWNSTAIRS
1759228716.32791,5.996727,9.113678,-3.388992,0.274707,1.40121,0.921122,4.84,2,DOWNSTAIRS
1759228716.34791,2.18441,9.496751,-3.648015,0.533128,-1.530775,0.669065,4.86,2,DOWNSTAIRS
1759228716.36724,-0.570718,8.869919,-2.464831,0.796409,-2.634673,0.437906,4.88,2,DOWNSTAIRS
1759228716.38787,-0.110283,7.698406,0.299874,0.613753,-1.918684,0.334898,4.90,2,DOWNSTAIRS
1759228716.40794,0.20665,7.071275,0.757316,0.25925,-1.378357,0.272105,4.92,2,DOWNSTAIRS
1759228716.42787,0.229095,6.795343,-0.651821,0.051515,-1.143132,0.198233,4.94,2,DOWNSTAIRS
1759228716.44789,-0.155773,6.894553,-1.647061,-0.081662,-0.986591,0.064418,4.96,2,DOWNSTAIRS
1759228716.46789,-0.398186,6.860585,-1.962497,-0.161732,-0.751052,-0.127878,4.98,2,DOWNSTAIRS
1759228716.48787,-0.370952,6.756138,-1.702577,-0.262979,-0.45598,-0.329315,5.00,2,DOWNSTAIRS
1759228716.50793,-0.442329,6.579565,-1.384297,-0.361929,-0.125051,-0.487039,5.02,2,DOWNSTAIRS
1759228716.52788,-0.644639,6.558915,-1.42051,-0.381826,0.175869,-0.632492,5.04,2,DOWNSTAIRS
1759228716.54788,-0.732027,6.684312,-1.58137,-0.270987,0.499245,-0.726382,5.06,2,DOWNSTAIRS
1759228716.56795,-0.491859,6.406285,-2.125303,-0.122732,0.786471,-0.794963,5.08,2,DOWNSTAIRS
1759228716.58790,0.102651,6.029797,-2.060211,-0.056993,0.882716,-0.841786,5.10,2,DOWNSTAIRS
1759228716.60751,0.733224,6.344485,-2.432808,0.21805,0.321111,-0.859121,5.12,2,DOWNSTAIRS
1759228716.62789,1.923891,6.743119,-2.523937,0.256282,-0.168743,-0.818706,5.14,2,DOWNSTAIRS
1759228716.64789,2.765752,7.18066,-1.934515,-0.013094,-0.029502,-0.668926,5.16,2,DOWNSTAIRS
1759228716.66788,3.433435,7.612963,-0.901417,-0.366756,0.225189,-0.410891,5.18,2,DOWNSTAIRS
1759228716.68777,2.732832,8.367884,-0.6195,-0.705355,0.241877,-0.356307,5.20,2,DOWNSTAIRS
1759228716.70787,2.557456,9.340379,-0.90411,-0.935822,0.058855,-0.386823,5.22,2,DOWNSTAIRS
1759228716.72795,3.804386,9.935189,-1.788469,-0.962548,0.515366,-0.179834,5.24,2,DOWNSTAIRS
1759228716.74790,3.507206,10.14124,-2.996942,-0.9585,1.634627,0.216114,5.26,2,DOWNSTAIRS
1759228716.76795,1.102829,9.90152,-4.197784,-1.050863,2.435331,0.452114,5.28,2,DOWNSTAIRS
1759228716.78699,-1.718588,9.452458,-4.915446,-1.079215,2.527622,0.294644,5.30,2,DOWNSTAIRS
1759228716.80788,-2.422782,9.379285,-5.00867,-0.830799,1.920776,-0.042271,5.32,2,DOWNSTAIRS
1759228716.82788,-0.650924,9.697863,-4.999243,-0.299345,1.423104,-0.36186,5.34,2,DOWNSTAIRS
