SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Durations,Subject,Activity
1759229673.95801,0.179864,5.384111,-2.124255,-0.314511,0.255729,-0.010844,7.02,1,DOWNSTAIRS
1759229673.97894,1.642871,4.655226,-1.583166,-0.472462,0.719031,0.448036,7.04,1,DOWNSTAIRS
1759229673.99893,2.875137,3.715053,-0.082899,-0.417342,0.949109,0.814242,7.06,1,DOWNSTAIRS
1759229674.01838,3.344101,3.217807,0.213533,-0.412401,0.81923,0.995105,7.08,1,DOWNSTAIRS
1759229674.03892,3.79885,2.346617,0.260669,-0.585664,0.165405,1.550697,7.10,1,DOWNSTAIRS
1759229674.05802,3.56751,2.488324,0.426318,-0.716485,-0.118456,1.80051,7.12,1,DOWNSTAIRS
1759229674.07897,0.441281,3.647417,0.495001,-0.999758,-0.708669,2.000178,7.14,1,DOWNSTAIRS
1759229674.09894,-2.48144,8.751555,-1.765873,-0.534568,-0.466111,1.996932,7.16,1,DOWNSTAIRS
1759229674.11841,-5.757456,12.957868,-1.418714,-0.402033,0.439879,1.906737,7.18,1,DOWNSTAIRS
1759229674.13894,-6.584354,12.175563,-2.189797,-1.176437,0.453236,1.328334,7.20,1,DOWNSTAIRS
1759229674.15803,-5.629666,7.652617,-4.00101,-1.143263,0.33848,0.831504,7.22,1,DOWNSTAIRS
1759229674.17894,-6.464045,4.340388,-4.010587,-0.668318,-0.011003,0.165118,7.24,1,DOWNSTAIRS
1759229674.19894,-6.424092,5.617845,-2.686444,0.199391,-1.167704,-0.452357,7.26,1,DOWNSTAIRS
1759229674.21841,-4.118176,9.215282,-1.289577,0.618577,-2.66384,-0.85977,7.28,1,DOWNSTAIRS
1759229674.23894,-1.171513,14.065187,-2.05198,0.229813,-3.184319,-0.760577,7.30,1,DOWNSTAIRS
1759229674.25805,-1.656638,15.986833,-2.302025,-0.132206,-1.920413,-1.008649,7.32,1,DOWNSTAIRS
1759229674.27894,0.341623,12.331934,1.217003,-0.349021,0.124899,-0.766043,7.34,1,DOWNSTAIRS
1759229674.29894,1.181838,15.588048,0.654665,-0.378196,1.399315,-0.202816,7.36,1,DOWNSTAIRS
1759229674.31844,2.41141,20.906767,0.658106,-0.725113,1.153926,0.192599,7.38,1,DOWNSTAIRS
1759229674.33805,-3.260304,21.305851,-0.66484,-0.355419,-0.405889,0.467208,7.40,1,DOWNSTAIRS
1759229674.35806,-12.881254,19.572,-6.117933,-0.00074,-2.053153,-0.021491,7.42,1,DOWNSTAIRS
1759229674.37894,-2.581099,9.959729,-6.41242,0.940532,-1.268885,-0.204532,7.44,1,DOWNSTAIRS
1759229674.39894,-0.794576,9.956587,-0.579846,1.256966,1.844466,-0.199226,7.46,1,DOWNSTAIRS
1759229674.41849,0.839617,10.672154,5.562928,0.751257,3.263987,-0.141021,7.48,1,DOWNSTAIRS
1759229674.43807,1.989881,8.19236,10.548853,0.010035,0.535132,0.301785,7.50,1,DOWNSTAIRS
1759229674.45808,1.269675,5.350442,7.133374,-1.476289,-1.767421,0.73622,7.52,1,DOWNSTAIRS
1759229674.47894,-1.004368,6.00361,-1.060332,-1.670212,0.156331,0.619015,7.54,1,DOWNSTAIRS
1759229674.49894,-1.408239,7.248894,-0.837671,-1.707172,1.246675,0.968677,7.56,1,DOWNSTAIRS
1759229674.51846,-1.227926,7.115867,-4.092588,-1.286136,0.55354,0.619118,7.58,1,DOWNSTAIRS
1759229674.53893,-0.871789,5.600936,-7.933187,-0.066255,-1.22115,0.276716,7.60,1,DOWNSTAIRS
1759229674.55809,-2.627636,5.555595,-3.810821,0.627833,0.02389,0.089507,7.62,1,DOWNSTAIRS
1759229674.57894,-4.600159,5.28131,-1.237353,0.825429,0.544665,-0.188011,7.64,1,DOWNSTAIRS
1759229674.59894,-5.137209,5.757157,-1.865083,1.271364,-0.552666,-0.523372,7.66,1,DOWNSTAIRS
1759229674.61847,-2.992303,7.231237,-1.711106,1.235012,-0.198892,-0.325347,7.68,1,DOWNSTAIRS
1759229674.63893,-2.189647,6.135142,-0.30571,1.245375,0.864402,-0.267538,7.70,1,DOWNSTAIRS
1759229674.65811,-1.108216,5.535993,0.889446,1.329814,1.804275,-0.058315,7.72,1,DOWNSTAIRS
1759229674.67894,-1.524059,6.478111,2.107047,1.086585,1.591073,0.211298,7.74,1,DOWNSTAIRS
1759229674.69893,-2.657414,8.335114,1.673996,0.677131,0.642176,0.12383,7.76,1,DOWNSTAIRS
1759229674.71850,-4.59552,8.77834,-0.16939,0.831737,-0.580581,0.009819,7.78,1,DOWNSTAIRS
1759229674.73894,-8.46889,11.121366,-1.307084,1.011384,-2.316439,-0.654729,7.80,1,DOWNSTAIRS
1759229674.75812,-7.066337,15.685762,-5.856367,0.78309,-2.133829,-1.467298,7.82,1,DOWNSTAIRS
1759229674.77894,-5.620388,18.468423,-8.7538,1.258321,-0.641448,-2.320209,7.84,1,DOWNSTAIRS
1759229674.79893,-3.297564,21.823298,-2.34946,1.498211,1.741805,-2.980128,7.86,1,DOWNSTAIRS
1759229674.81851,0.713921,26.859202,4.326472,0.635835,0.324531,-2.643339,7.88,1,DOWNSTAIRS
1759229674.83893,1.906982,17.89157,-1.759289,-0.201701,-1.905401,-1.599276,7.90,1,DOWNSTAIRS
1759229674.85814,1.392827,10.189722,-6.460155,-0.599348,-0.716486,-1.206339,7.92,1,DOWNSTAIRS
1759229674.87894,-0.698209,8.668955,-3.532944,-0.290175,0.596346,-0.476344,7.94,1,DOWNSTAIRS
1759229674.89819,-3.362058,6.285079,0.451008,-0.152308,0.417667,-0.12404,7.96,1,DOWNSTAIRS
1759229674.91852,-2.584391,6.314258,0.381127,-0.562849,-0.261411,-0.22749,7.98,1,DOWNSTAIRS
1759229674.93899,-0.727538,6.473921,-1.888127,-0.551004,-0.158463,-0.189183,8.00,1,DOWNSTAIRS
