SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Durations,Subject,Activity
1759315573.75925,0.584634,9.601796,-1.53199,0.500325,-0.015092,0.020728,4.60,4,DOWNSTAIRS
1759315573.77923,0.121057,9.566631,-2.46932,0.975575,0.333547,-0.032433,4.62,4,DOWNSTAIRS
1759315573.79927,-0.030676,9.285911,-2.585289,1.326906,0.717582,-0.043774,4.64,4,DOWNSTAIRS
1759315573.81927,0.169689,8.062624,-1.730559,1.369773,0.622718,-0.079002,4.66,4,DOWNSTAIRS
1759315573.83923,0.150835,6.361095,-0.800561,0.893747,0.595403,-0.265384,4.68,4,DOWNSTAIRS
1759315573.85927,-0.605883,5.352537,-0.969502,1.441087,-0.056975,-0.524132,4.70,4,DOWNSTAIRS
1759315573.87923,-2.048838,4.735132,-3.34874,3.0238,-0.507265,-1.093477,4.72,4,DOWNSTAIRS
1759315573.89926,-0.607978,6.672191,0.571616,0.941486,0.540316,-0.887825,4.74,4,DOWNSTAIRS
1759315573.91852,0.559495,7.829638,2.439542,-1.007422,0.665241,-0.407147,4.76,4,DOWNSTAIRS
1759315573.93924,1.776797,10.289231,0.446219,-0.375484,0.434611,-0.139534,4.78,4,DOWNSTAIRS
1759315573.95920,1.754052,9.023896,-2.49416,1.815288,1.033069,-0.212858,4.80,4,DOWNSTAIRS
1759315573.97923,1.74642,7.104195,-1.496376,1.097364,1.453691,-0.506546,4.82,4,DOWNSTAIRS
1759315573.99925,2.376245,8.089409,-2.813037,0.54356,0.778606,-0.435559,4.84,4,DOWNSTAIRS
1759315574.01906,2.149095,10.669161,-3.509002,0.348105,0.233512,-0.384546,4.86,4,DOWNSTAIRS
1759315574.03926,1.485602,10.472537,-2.194884,0.27729,0.17168,-0.364547,4.88,4,DOWNSTAIRS
1759315574.05904,1.041178,9.704597,-1.001524,0.332586,-0.01072,-0.387588,4.90,4,DOWNSTAIRS
1759315574.07923,0.518045,9.559299,-1.224185,0.946641,-0.024212,-0.432699,4.92,4,DOWNSTAIRS
