SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Subject,Activity
1759736167.41160,-0.912191,-3.300706,-8.565556,-0.971031,0.605558,-0.119813,1,IDLE
1759736167.43098,-0.578798,-3.219303,-9.258527,-0.949341,0.439475,-0.28085,1,IDLE
1759736167.45160,-0.439186,-3.021782,-10.408642,-0.551607,-0.083485,-0.531124,1,IDLE
1759736167.47130,-0.371401,-2.768296,-10.499173,0.04119,-0.413881,-0.616612,1,IDLE
1759736167.49159,0.199168,-1.826327,-10.224887,0.392851,-0.282941,-0.442657,1,IDLE
1759736167.51162,-0.082301,-2.56419,-9.234137,0.41402,-0.025113,-0.332602,1,IDLE
1759736167.53162,-0.357933,-3.371634,-8.549544,0.237479,0.186938,-0.308091,1,IDLE
1759736167.55161,-0.380977,-3.823241,-8.207323,0.068434,0.104076,-0.287999,1,IDLE
1759736167.57130,-0.164751,-3.8813,-8.667459,0.105628,-0.138537,-0.257589,1,IDLE
1759736167.59159,-0.072425,-3.627814,-9.052028,0.187123,-0.195864,-0.186868,1,IDLE
1759736167.61161,-0.28476,-3.664775,-9.000253,0.221598,-0.115769,-0.184437,1,IDLE
1759736167.63162,-0.529567,-3.886089,-8.880842,0.190884,-0.000998,-0.213684,1,IDLE
1759736167.65161,-0.421679,-3.950732,-8.710255,0.146054,0.08017,-0.147606,1,IDLE
1759736167.67130,-0.288501,-3.903596,-8.813804,0.100647,0.221695,-0.149162,1,IDLE
1759736167.69159,-0.128389,-4.109348,-9.075221,0.126347,0.09888,-0.103051,1,IDLE
1759736167.71161,-0.027982,-3.901501,-8.977059,0.08635,-0.200365,-0.015921,1,IDLE
1759736167.73161,-0.286556,-3.965696,-8.635586,-0.017584,-0.305464,-0.017539,1,IDLE
1759736167.75162,-0.472556,-4.17025,-8.997859,0.007224,-0.021622,-0.018172,1,IDLE
1759736167.77129,-0.34686,-4.291457,-8.931719,-0.010265,0.392079,0.081718,1,IDLE
1759736167.79106,-0.35524,-4.412514,-9.141212,0.042231,0.596376,0.184401,1,IDLE
1759736167.81162,-0.074819,-4.07119,-8.981997,-0.006589,0.47452,0.248994,1,IDLE
1759736167.83082,0.126144,-3.841347,-8.618827,-0.216316,0.284266,0.290452,1,IDLE
1759736167.85161,0.287005,-3.916914,-9.019407,-0.322725,0.191507,0.361948,1,IDLE
1759736167.87129,0.608875,-4.113238,-9.297284,-0.389831,-0.027005,0.515615,1,IDLE
1759736167.89159,0.20216,-4.195389,-9.744401,-0.267783,-0.135375,0.485568,1,IDLE
1759736167.91074,-0.176872,-4.176834,-9.965864,-0.03665,0.148354,0.408544,1,IDLE
1759736167.93161,-0.073921,-4.31495,-9.818771,0.041157,0.441076,0.434676,1,IDLE
1759736167.95162,-0.268001,-4.068048,-9.499743,0.08611,0.443284,0.324858,1,IDLE
1759736167.97129,-0.810288,-3.882048,-9.214534,0.054277,0.39187,-0.011545,1,IDLE
1759736167.99159,-0.666785,-3.53848,-8.735993,-0.015112,0.247562,-0.256533,1,IDLE
1759736168.01161,-0.283863,-3.12982,-8.380155,-0.066782,0.168087,-0.404823,1,IDLE
1759736168.03161,-0.207098,-3.382259,-8.792855,-0.134011,0.384888,-0.412159,1,IDLE
1759736168.05161,0.485424,-3.314024,-9.258527,-0.141615,0.506737,-0.231586,1,IDLE
1759736168.07130,0.987907,-3.180098,-9.598354,-0.044315,0.335225,-0.013696,1,IDLE
1759736168.09140,0.953042,-2.736572,-9.425822,-0.040921,0.26352,0.081999,1,IDLE
1759736168.11162,0.37155,-2.831592,-9.31928,-0.023827,0.187589,-0.07662,1,IDLE
1759736168.13163,0.350302,-2.834884,-8.765472,0.038492,-0.143316,-0.250883,1,IDLE
1759736168.15161,0.611419,-2.911798,-8.71654,0.0947,-0.262014,-0.297206,1,IDLE
1759736168.17129,0.784849,-3.115754,-8.746767,0.116039,-0.112559,-0.185885,1,IDLE
1759736168.19158,0.821959,-3.394529,-8.950124,0.128887,0.121862,-0.019411,1,IDLE
1759736168.21161,0.824204,-3.34889,-8.752902,0.132305,0.193727,0.061208,1,IDLE
1759736168.23150,0.773177,-3.375375,-8.512434,0.056944,0.136745,0.038747,1,IDLE
1759736168.25161,0.84665,-3.470246,-8.478167,-0.053006,0.029725,0.008603,1,IDLE
1759736168.27130,0.823306,-3.461417,-8.597429,-0.141046,-0.100334,-0.008824,1,IDLE
1759736168.29159,0.699257,-3.432687,-8.988432,-0.1506,-0.162169,-0.052062,1,IDLE
1759736168.31165,0.686238,-3.45184,-9.026739,-0.094822,-0.230279,-0.090429,1,IDLE
1759736168.33162,0.679355,-3.4891,-9.24491,-0.006636,-0.161387,-0.08393,1,IDLE
1759736168.35161,0.741155,-3.506757,-9.101408,0.079765,-0.076729,-0.076744,1,IDLE
1759736168.37129,0.642095,-3.588609,-9.101109,0.124823,0.084018,-0.088363,1,IDLE
1759736168.39158,0.578499,-3.696348,-9.10874,0.171815,0.159889,-0.10571,1,IDLE
1759736168.41159,0.77198,-3.689914,-9.047239,0.185056,0.155584,-0.082356,1,IDLE
1759736168.43161,1.087117,-3.733009,-9.160066,0.178424,0.077743,0.033736,1,IDLE
1759736168.45161,0.977283,-3.821295,-8.970924,0.123234,0.025636,0.088445,1,IDLE
1759736168.47132,0.700603,-3.81112,-8.941296,0.074987,0.044679,0.058475,1,IDLE
1759736168.49158,0.588225,-3.763086,-8.984541,0.036359,0.104617,0.022945,1,IDLE
1759736168.51161,0.586879,-3.81127,-9.020155,0.001308,0.101223,-0.013045,1,IDLE
1759736168.53160,0.888398,-3.804686,-9.151836,0.010721,0.041201,0.015209,1,IDLE
1759736168.55160,0.886154,-3.822792,-9.088988,0.033366,-0.008697,0.034871,1,IDLE
1759736168.57130,0.857723,-3.818602,-8.973767,0.039498,0.000052,0.051728,1,IDLE
1759736168.59158,0.731728,-3.862745,-9.02225,0.054564,0.053336,0.061994,1,IDLE
1759736168.61161,0.731279,-3.797054,-9.014469,0.081788,0.087755,0.067613,1,IDLE
1759736168.63161,0.685789,-3.84,-8.953566,0.085589,0.113525,0.076249,1,IDLE
1759736168.65161,0.66499,-3.858256,-8.798541,0.03677,0.06846,0.085861,1,IDLE
1759736168.67129,0.755071,-3.85676,-8.841936,-0.022983,-0.042345,0.091712,1,IDLE
1759736168.69134,0.597353,-3.800197,-8.962844,-0.026762,-0.065818,0.076388,1,IDLE
1759736168.71161,0.459687,-3.775656,-8.997859,0.009614,0.004703,0.059239,1,IDLE
1759736168.73161,0.479738,-3.784784,-8.966435,0.044182,0.071906,0.058758,1,IDLE
1759736168.75160,0.740108,-3.764433,-8.918102,0.054868,0.039146,0.098373,1,IDLE
1759736168.77128,0.702848,-3.876961,-8.87755,0.040565,-0.024536,0.128646,1,IDLE
1759736168.79158,0.559645,-3.861698,-8.794501,0.009563,-0.031159,0.11303,1,IDLE
1759736168.81161,0.603638,-3.813514,-8.711602,-0.046323,-0.012559,0.112231,1,IDLE
1759736168.83161,0.590919,-3.785682,-8.768165,-0.081362,0.012287,0.10949,1,IDLE
1759736168.85160,0.518494,-3.742586,-8.885481,-0.047352,-0.0079,0.090074,1,IDLE
1759736168.87128,0.43754,-3.698443,-8.877251,-0.014271,-0.025557,0.06034,1,IDLE
1759736168.89158,0.358981,-3.763984,-8.690054,-0.016916,-0.036396,0.014091,1,IDLE
1759736168.91161,0.352995,-3.74528,-8.619725,-0.040116,-0.004027,-0.006803,1,IDLE
1759736168.93160,0.43365,-3.806631,-8.708609,-0.057848,-0.034421,-0.007436,1,IDLE
1759736168.95160,0.5369,-3.799299,-8.647557,-0.078597,-0.046906,-0.023542,1,IDLE
1759736168.97128,0.489315,-3.830423,-8.761431,-0.084221,0.025856,-0.027466,1,IDLE
1759736168.99158,0.633266,-3.82339,-8.933215,-0.071028,0.057866,-0.017383,1,IDLE
1759736169.01161,0.68534,-3.807678,-8.935759,-0.060222,0.042458,-0.006405,1,IDLE
1759736169.03096,0.720804,-3.817106,-8.967782,-0.083012,0.003584,0.019907,1,IDLE
1759736169.05160,0.787692,-3.836858,-9.0016,-0.122455,-0.076777,0.054779,1,IDLE
1759736169.07130,0.765546,-3.783587,-8.98903,-0.174556,-0.133705,0.084112,1,IDLE
1759736169.09158,0.597802,-3.80304,-9.110237,-0.169406,-0.137092,0.079076,1,IDLE
1759736169.11069,0.611719,-3.748422,-9.210045,-0.135362,-0.128693,0.077765,1,IDLE
1759736169.13158,0.595558,-3.738247,-9.161413,-0.114958,-0.110733,0.084221,1,IDLE
1759736169.15160,0.50802,-3.712659,-9.111134,-0.118279,-0.103692,0.092923,1,IDLE
1759736169.17130,0.33878,-3.671957,-9.036765,-0.122743,-0.135432,0.075519,1,IDLE
1759736169.19158,0.280571,-3.617339,-9.141212,-0.118072,-0.172985,0.060056,1,IDLE
1759736169.21161,0.149189,-3.543119,-9.194333,-0.106475,-0.151563,0.027886,1,IDLE
1759736169.23087,-0.036811,-3.547159,-9.329605,-0.066457,-0.08303,-0.023305,1,IDLE
1759736169.25159,0.023343,-3.475932,-9.470265,0.036034,-0.057661,-0.039377,1,IDLE
1759736169.27134,0.07422,-3.500323,-9.349058,0.097242,-0.034759,-0.04037,1,IDLE
1759736169.29083,0.042647,-3.555988,-9.085846,0.093462,-0.019958,-0.040812,1,IDLE
1759736169.31075,0.043096,-3.615394,-9.027337,0.044469,-0.005908,-0.03403,1,IDLE
1759736169.33089,0.141408,-3.543718,-8.906131,-0.009779,-0.022351,-0.024587,1,IDLE
1759736169.35159,0.110732,-3.614646,-8.977807,-0.100956,-0.040344,-0.01545,1,IDLE
1759736169.37129,0.092326,-3.624672,-9.034819,-0.11054,-0.05529,-0.01657,1,IDLE
1759736169.39157,0.025738,-3.512443,-9.163208,-0.079253,-0.030204,-0.047355,1,IDLE
1759736169.41160,0.075268,-3.507805,-9.202413,-0.070159,0.00513,-0.04614,1,IDLE
1759736169.43096,0.187496,-3.596241,-9.295189,-0.055655,0.031397,-0.034929,1,IDLE
1759736169.45101,0.287603,-3.496732,-9.299379,-0.04432,-0.008266,-0.042267,1,IDLE
1759736169.47128,0.298677,-3.465607,-9.271696,-0.037455,-0.057803,-0.052215,1,IDLE
1759736169.49157,0.365565,-3.453786,-9.314791,-0.015426,-0.047558,-0.04954,1,IDLE
1759736169.51064,0.307206,-3.532944,-9.311798,0.026444,-0.035661,-0.057129,1,IDLE
1759736169.53160,0.32187,-3.476381,-9.223213,0.05723,-0.066752,-0.075243,1,IDLE
1759736169.55160,0.335488,-3.479074,-9.082703,0.051773,-0.054207,-0.088017,1,IDLE
1759736169.57127,0.433799,-3.54267,-9.029283,0.019327,-0.010264,-0.080739,1,IDLE
1759736169.59157,0.535403,-3.531447,-9.066692,0.013941,0.016788,-0.050835,1,IDLE
1759736169.61160,0.60693,-3.50167,-8.996512,0.018754,0.02198,-0.011141,1,IDLE
1759736169.63160,0.632219,-3.532944,-8.942493,-0.014946,0.0163,0.049416,1,IDLE
1759736169.65160,0.559046,-3.50556,-8.933515,-0.051319,0.006842,0.089682,1,IDLE
1759736169.67132,0.383372,-3.432687,-9.074922,-0.062999,0.00187,0.087606,1,IDLE
1759736169.69157,0.345663,-3.341258,-9.135974,-0.067541,0.00715,0.079846,1,IDLE
1759736169.71159,0.303914,-3.387945,-9.190891,-0.067499,0.009468,0.082785,1,IDLE
1759736169.73159,0.262315,-3.366547,-9.15827,-0.056367,0.010818,0.085326,1,IDLE
1759736169.75098,0.230741,-3.388244,-9.243863,-0.061117,0.030394,0.083132,1,IDLE
1759736169.77127,0.252588,-3.340211,-9.275736,-0.064508,0.01436,0.070832,1,IDLE
1759736169.79157,0.225504,-3.307739,-9.246407,-0.042842,-0.04408,0.031077,1,IDLE
1759736169.81160,0.191835,-3.275866,-9.131335,-0.028472,-0.057584,0.00188,1,IDLE
1759736169.83160,0.084246,-3.351733,-9.067291,-0.021342,0.01136,-0.030881,1,IDLE
1759736169.85106,0.079308,-3.348441,-9.006089,-0.01132,0.039624,-0.05293,1,IDLE
1759736169.87127,0.289848,-3.370138,-9.134478,0.002162,0.027027,-0.04709,1,IDLE
1759736169.89157,0.320075,-3.358317,-9.110386,-0.005614,0.050305,-0.023551,1,IDLE
1759736169.91159,0.323367,-3.367744,-9.256133,-0.005808,0.047376,0.015016,1,IDLE
1759736169.93160,0.436343,-3.302352,-9.273192,0.000568,-0.058927,0.028602,1,IDLE
1759736169.95107,0.263362,-3.289633,-9.289203,-0.029143,-0.040753,0.009096,1,IDLE
