SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Durations,Subject,Activity
1759224931.45974,0.754473,8.248923,-3.245041,0.498887,-1.785625,0.805371,4.00,2,RUN
1759224931.47970,0.451756,7.684041,-3.936516,0.382162,-1.329682,0.729703,4.02,2,RUN
1759224931.49979,0.343718,7.460632,-4.584597,0.248444,-0.679416,0.556601,4.04,2,RUN
1759224931.51912,0.596156,7.569269,-5.048324,0.148637,-0.220829,0.396509,4.06,2,RUN
1759224931.53972,1.259799,7.484424,-5.31408,0.116457,-0.146775,0.263701,4.08,2,RUN
1759224931.55978,2.125453,7.400926,-5.560982,0.147455,-0.202528,0.171028,4.10,2,RUN
1759224931.57970,2.716371,7.542334,-5.525219,0.147139,-0.31776,0.069342,4.12,2,RUN
1759224931.59971,2.585439,7.190236,-5.182249,0.069399,-0.449689,-0.108283,4.14,2,RUN
1759224931.61972,1.521216,6.531382,-4.916044,-0.137079,-0.406024,-0.449199,4.16,2,RUN
1759224931.63973,0.029928,6.298396,-3.841945,-0.395042,0.079906,-0.848117,4.18,2,RUN
1759224931.65971,-1.408688,4.840926,-1.852663,-0.593135,1.40036,-1.109863,4.20,2,RUN
1759224931.67970,-4.555717,1.455525,-0.685041,-1.03652,2.416413,-1.442057,4.22,2,RUN
1759224931.69944,-10.172364,3.67884,-7.329998,-1.315641,1.562785,-1.580182,4.24,2,RUN
1759224931.71978,-3.613449,15.453524,-4.631134,-1.784165,2.348145,-0.897858,4.26,2,RUN
1759224931.73971,1.181987,22.69763,3.47668,-0.921249,6.281908,-0.730167,4.28,2,RUN
1759224931.75902,-1.816152,11.576713,2.902221,-0.938914,4.753778,-0.732031,4.30,2,RUN
1759224931.77989,-0.688632,8.882488,1.922843,-1.434979,4.1581,-0.658704,4.32,2,RUN
1759224931.79978,-0.486771,6.882282,6.582409,-1.731082,3.043911,-0.703946,4.34,2,RUN
1759224931.81984,2.943072,7.286603,1.740435,-1.429321,2.715199,-0.430866,4.36,2,RUN
1759224931.83974,5.494842,8.447941,0.516848,-1.096917,3.088774,-0.81062,4.38,2,RUN
1759224931.85975,1.782483,9.776722,2.091634,-0.508478,2.822032,-1.782771,4.40,2,RUN
1759224931.87974,3.763984,11.414356,1.04866,0.267505,1.802352,-2.135969,4.42,2,RUN
1759224931.89972,3.797353,15.717335,-1.022623,1.075755,-0.24915,-2.675515,4.44,2,RUN
1759224931.91979,5.061043,21.200207,0.091877,0.434843,-3.75986,-2.907781,4.46,2,RUN
1759224931.93985,6.677279,21.331589,3.545214,-0.885218,-6.209476,-2.188406,4.48,2,RUN
1759224931.95974,8.592341,21.796064,3.11336,-1.921279,-5.887327,-1.442527,4.50,2,RUN
1759224931.97991,7.660996,19.275418,1.646163,-2.267602,-3.480697,-1.371392,4.52,2,RUN
1759224931.99977,9.317485,15.246725,1.802086,-2.984701,-0.040358,-0.919182,4.54,2,RUN
1759224932.01980,10.323349,12.335675,0.977134,-2.703135,3.16434,-0.084173,4.56,2,RUN
1759224932.03978,8.034941,13.417854,-9.551069,-1.415525,7.989404,0.527418,4.58,2,RUN
1759224932.05986,4.528632,10.152463,-25.110836,0.341876,8.028753,0.383277,4.60,2,RUN
1759224932.07979,7.553407,3.73286,-13.338696,1.230795,-0.112615,0.963438,4.62,2,RUN
1759224932.09976,0.68938,3.053655,-3.036147,1.622089,-1.634266,1.11226,4.64,2,RUN
1759224932.11975,-2.202666,0.993145,-0.199018,2.164976,-2.003307,0.866016,4.66,2,RUN
1759224932.13977,-2.370709,-1.567454,1.334767,2.793175,-4.337715,0.535808,4.68,2,RUN
1759224932.15972,-0.868646,-3.591452,1.108815,2.38334,-4.817325,0.25204,4.70,2,RUN
